,username,tweet,retweet,favorites
9095,Arjo K. Bardijan,b'RT @Nicho_Silalahi: Kalau dorongan amandemen untuk menghapus PT aku setuju bang @LaNyallaMM1. PT harus 0 % dan kalau bisa kembali pada UUD\xe2\x80\xa6',32,0
9096,Antonios Percados,"b'RT @ide2nesia: @putra_poerba @bangZhack86 Parpol WAJIB dibenahi, karena parpol lah yg mencetak para pemimpin2 negara di eksekutif &amp; legisla\xe2\x80\xa6'",2,0
9097,Ide2nesia,"b'RT @ide2nesia: @putra_poerba @bangZhack86 Parpol WAJIB dibenahi, karena parpol lah yg mencetak para pemimpin2 negara di eksekutif &amp; legisla\xe2\x80\xa6'",2,0
9098,Ide2nesia,"b'@putra_poerba @bangZhack86 Parpol WAJIB dibenahi, karena parpol lah yg mencetak para pemimpin2 negara di eksekutif &amp; legislatif\n\nSelama ini kita hanya sibuk perhatikan pemerintah, tapi lupa perhatikan parpol\n\nGimana pemerintah bisa baik kalau parpol terus cetak manusia2 brengsek ke dlm pemerintah ?'",2,2
9099,Broer hadianto,b'RT @Nicho_Silalahi: Kalau dorongan amandemen untuk menghapus PT aku setuju bang @LaNyallaMM1. PT harus 0 % dan kalau bisa kembali pada UUD\xe2\x80\xa6',32,0
9100,Ide2nesia,"b'@putra_poerba @bangZhack86 Cukup kita suarakan 4 poin berikut ini, mas :\n\n1.Transparansi kas keuangan parpol\n\n2.Perekrutan angg parpol terbuka utk umum\n\n3.Semua jabatan partai (termasuk Ketum) wajib dibatasi maks 2 periode\n\n4.Penentuan capres-cakada-caleg melalui konvensi (voting semua angg parpol)'",0,0
9101,Opini Rakyat 3 2021,b'RT @Nicho_Silalahi: Kalau dorongan amandemen untuk menghapus PT aku setuju bang @LaNyallaMM1. PT harus 0 % dan kalau bisa kembali pada UUD\xe2\x80\xa6',32,0
9102,"Nicho Silalahi, YouTube : Migran TV",b'Kalau dorongan amandemen untuk menghapus PT aku setuju bang @LaNyallaMM1. PT harus 0 % dan kalau bisa kembali pada UUD 45 yang belum diamandemen sehingga seluruh produk UU dan merugikan rakyat bisa dihapus. Jangan biarkan demokrasi dibajak Parpol yang bersekutu dengan Oligarki.\xf0\x9f\x99\x8f https://t.co/e4BEqsPYz5',32,151
9103,Poerba,"b'@ide2nesia @bangZhack86 Pembenahan parpol artinya menggugat kenyamanan parpol yg berkuasa saat ini. Sdh byk akademisi yg notabene netral yg bersuara, semuanya gagal. Yah, harus cara keras merubahnya!?'",0,2
9104,Takana,"b'RT @yosnggarang: Elit Parpol udah kasak kusuk bicara koalisi pada pemilu 2024. Perasaan Pemilu baru kemaren (2019),Presiden sdh terpilih sm\xe2\x80\xa6'",24,0
9105,Genuin7784,"b'Maaf, sy bkn bagian dr parpol manapun jg.\nYg sy tahu BENAR adlh BENAR n SALAH adlh SALAH.'",0,0
9106,AcoyBK,"b'Pemblokiran pengkerdilan Kemenristek bukan sesuatu yang mendesak , melainkan pemuas  hasrat ide seseorang Kelompok dan parpol  karena cita cita dan perjuangan partai politik tsb.'",0,0
9107,Ruslan S Gasang,"b'RT @DonAdam68: Artinya: waktu utk relawan Jokowi mendapatkan komisaris tinggal 9 bulan lagi. April 2022 ke atas, komisaris akan diperebutka\xe2\x80\xa6'",15,0
9108,Kepo Azza,b'@PutraWadapi Jangan jadikan pak Anies spt pak Amin Makruf hanya tuk raup suara duank donk...cara kek gtu gampang kebaca n udah basi banget...aq lebih suka pak Anies jadi dirinya sendiri bukan nurut manut n mbebek parpol penguasa spt petugas partai kek yg ono',0,0
9109,Kang Jen,b'RT @Dennysiregar7: Pak @SBYudhoyono itu lho putramu nyindir2 partai @PDemokrat terussss...\n\nhttps://t.co/RgbQn25boH',423,0
9110,AcoyBK,"b'Pemerkosaan Kemenristek di blokir dikerdilkan , merupakan pemaksaan hasrat syahwat  yang berkonspirasi ide seseorang kelompok Parpol dengan legislatif.'",0,0
9111,Pasak Bumi,b'Katakan tidak pada korupsi\xf0\x9f\x91\x8b\xf0\x9f\xa4\xad\n\nSupaya Demokrasi Sehat AHY: Jauhi Korupsi! https://t.co/9zttmEfvA6',1,24
9112,raphael ezha,"b'RT @yosnggarang: Elit Parpol udah kasak kusuk bicara koalisi pada pemilu 2024. Perasaan Pemilu baru kemaren (2019),Presiden sdh terpilih sm\xe2\x80\xa6'",24,0
9113,AIK,"b'@kumparan Fix ya bahwa demokrasi bisa di""titipkan"" lewat parpol itu bullshit. @PDI_Perjuangan'",0,0
9114,Ide2nesia,"b'Yuk kita suarakan ""Pembenahan Parpol""\n\nKarena ""Pembenahan Parpol"" adalah kunci jawaban utk memperbaiki semua keburukan di dlm pemerintahan &amp; membawa kesejahteraan kpd rakyat Indonesia\n\nSilahkan baca artikel berikut ini :\n\nhttps://t.co/lO5b5uydo2\n\n\xf0\x9f\x99\x8f\n\nhttps://t.co/kSoDnmcGAa'",0,0
9115,Ide2nesia,b'Silahkan baca selengkapnya di artikel pembenahan parpol berikut ini :\n\nhttps://t.co/lO5b5uydo2\n\n\xf0\x9f\x99\x8f',1,3
9116,Ide2nesia,"b'-Jumlah parpol fix/tetap 6, dibiayai penuh negara (termasuk biaya kampanye pemilu), transparansi kas parpol\n\n-Perekrutan angg terbuka utk umum\n\n-Semua jabatan partai (termasuk Ketum) dibatasi max 2 periode\n\n-Penentuan capres-cakada-caleg melalui konvensi (voting smua angg partai)'",0,8
9117,Ide2nesia,"b'Yuk kita suarakan ""Pembenahan Parpol""\n\nKarena ""Pembenahan Parpol"" adalah kunci jawaban utk memperbaiki semua keburukan di dlm pemerintahan &amp; membawa kesejahteraan kpd rakyat Indonesia\n\nSilahkan baca artikel berikut ini :\n\nhttps://t.co/lO5b5uydo2\n\n\xf0\x9f\x99\x8f'",1,2
9118,monologis.id,b'Dewan Pimpinan Daerah (DPD) Partai Amanat Nasional (PAN) Lampung Selatan menggelar halalbihalal dengan mengundang beberapa perwakilan dari Partai Politik (Parpol) yang ada di wilayah itu.\n\nhttps://t.co/noWbeK3Wz7',3,0
9119,Afif B. Rakhman,"b'RT @yosnggarang: Elit Parpol udah kasak kusuk bicara koalisi pada pemilu 2024. Perasaan Pemilu baru kemaren (2019),Presiden sdh terpilih sm\xe2\x80\xa6'",24,0
9120,Hendra197071,b'@geloraco Tugas oligarki parpol korup hrs kroni yg jadi presiden 2024',0,1
9121,lala | kinda ia,b'@asskeiji FAK LU COCOK JADI BUZZER PARPOL\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\n\niya miliki dalam bentuk standee dr kardus BAHAHAHAHA',0,0
9122,Ipunkdirga,b'RT @detikcom: Lembaga Survei Parameter Politik Indonesia melakukan survei  terkait calon presiden 2024. Nama mantan pimpinan Front Pembela\xe2\x80\xa6',28,0
9123,Dosen Unand,b'Populasi manusia silver di padang sudah mulai melonjak. Udah bisa bikin parpol ini. Kalau mau ya.. kan saran doang.. gak mau juga gapapa.',0,0
9124,Hidan,b'@AndryWaseso @ekakunjeri Tidak ada paksaan dalam milih parpol. \xf0\x9f\x99\x8f',0,0
9125,Ruddy,"b'@yosnggarang @DonAdam68 Elit Parpol yg berkuasa di berbagai daerah apa juga sudah melakukan yg terbaik buat daerahnya masing2 ? Sekalian juga kan kalau berhasil guna jadi patokan bahwa mereka berhasil, cuma sayangnya mgkin khawatir diklaim pusat jd akhirnya begini deh semua masing2 aja'",0,1
9126,voiceforchange_id,b'Bagus banget klo @DPDRI serius utk perjuangkan penghapusan presidential threshold yang justru membuat sistem presidensial malah dikendalikan parpol\n\nhttps://t.co/3odDtjHDn5\n\nKetua DPD RI La Nyalla M menyebut Presidential Threshold berimplikasi pd 4 hal yg bawa kemudharatan',0,0
9127,Slamet Suito,b'RT @ChusnulCh__: Ga kebayang jika ini betul2 terjadi.\nPingin lihat reaksi kadrun apa mereka akan mengingkari omongan mereka sendiri yg sdh\xe2\x80\xa6',93,0
9128,ARFAN26091978,"b'RT @yosnggarang: Elit Parpol udah kasak kusuk bicara koalisi pada pemilu 2024. Perasaan Pemilu baru kemaren (2019),Presiden sdh terpilih sm\xe2\x80\xa6'",24,0
9129,Du2nZizouEffenberg,"b'RT @yosnggarang: Elit Parpol udah kasak kusuk bicara koalisi pada pemilu 2024. Perasaan Pemilu baru kemaren (2019),Presiden sdh terpilih sm\xe2\x80\xa6'",24,0
9130,#IndonesiaMadani,"b'RT @yosnggarang: Elit Parpol udah kasak kusuk bicara koalisi pada pemilu 2024. Perasaan Pemilu baru kemaren (2019),Presiden sdh terpilih sm\xe2\x80\xa6'",24,0
9131,Ide2nesia,"b'@Say_6_ @Uwah_An2 @DelNovia1 @fitriS33097528 @AneukUbiet @Arijauhari75gm9 @NcesAjah @GordaU2 @sun_ardhi66 @undrutode @irmawanjito @Hail_Indonesia @Ademfridemz @Sepatahbermakna @286Mars @iswanhariansya1 @sohen67 @Waqqas80602859 @BrokenDream28 @MANNAJAIHASAN @masTenky Yuk kita suarakan ""Pembenahan Parpol""\n\nKarena ""Pembenahan Parpol"" adalah kunci jawaban utk memperbaiki semua keburukan di dlm pemerintahan &amp; membawa kesejahteraan kpd rakyat Indonesia\n\nSilahkan baca artikel berikut ini :\n\nhttps://t.co/lO5b5uydo2\n\n\xf0\x9f\x99\x8f\n\nhttps://t.co/V7otY7gJlC'",0,1
9132,yosnggarang,b'@RuddyOlive @DonAdam68 Pertanyaannya apa mungkin kita bisa pemilu dgn kondisi Covid yg tak kunjung selesai. Apa sebaiknya elit Parpol itu duduk bersama bantu presiden pikirkan keluar dari situasi Covid ini.',0,0
9133,#RepublikDagelan,"b'RT @yosnggarang: Elit Parpol udah kasak kusuk bicara koalisi pada pemilu 2024. Perasaan Pemilu baru kemaren (2019),Presiden sdh terpilih sm\xe2\x80\xa6'",24,0
9134,Suheri adi,"b'@ide2nesia @Achmad_Misrin80 @rhmardika ""pembenahan parpol"" otomatis terjadi apabila dlm melaksanakan sila ke 4 Pancasila sesuai dgn konsensus para pendiri bangsa  tertuang dlm UUD 1945 yg sampai sekarang belum dilaksanakan. Zaman orla msh bisa dimaafkan krn disamping terjadi peperangan juga blm diakui Belanda. Namun'",0,2
9135,Ide2nesia,"b'@iwanridwan338 @Say_6_ @Uwah_An2 @DelNovia1 @fitriS33097528 @AneukUbiet @Arijauhari75gm9 @NcesAjah @GordaU2 @sun_ardhi66 @undrutode @irmawanjito @Hail_Indonesia @Ademfridemz @Sepatahbermakna @286Mars @iswanhariansya1 @sohen67 @Waqqas80602859 @BrokenDream28 @MANNAJAIHASAN @masTenky @Iwan80an @Ir5113 Yuk kita suarakan ""Pembenahan Parpol""\n\nKarena ""Pembenahan Parpol"" adalah kunci jawaban utk memperbaiki semua keburukan di dlm pemerintahan &amp; membawa kesejahteraan kpd rakyat Indonesia\n\nSilahkan baca artikel berikut ini :\n\nhttps://t.co/lO5b5uydo2\n\n\xf0\x9f\x99\x8f\n\nhttps://t.co/V7otY7gJlC'",0,1
9136,SOIA,b'Partai Politik adalah Racun Terhadap Persatuan Umat Manusia #Parpol #Indonesia #Toxic https://t.co/sNFjkNdbiJ',0,0
9137,tanam yang baik,"b'RT @yosnggarang: Elit Parpol udah kasak kusuk bicara koalisi pada pemilu 2024. Perasaan Pemilu baru kemaren (2019),Presiden sdh terpilih sm\xe2\x80\xa6'",24,0
9138,Chitato,b'RT @ide2nesia: Edukasi politik kpd warga masyarakat sangat penting\n\nKrn semua kehidupan masyarakat berkaitan dgn kebijakan pemerintah\n\nLalu\xe2\x80\xa6',1,0
9139,aryakamandanu,"b'RT @yosnggarang: Elit Parpol udah kasak kusuk bicara koalisi pada pemilu 2024. Perasaan Pemilu baru kemaren (2019),Presiden sdh terpilih sm\xe2\x80\xa6'",24,0
9140,Dr. Rizal Ramli,"b'RT @yosnggarang: Elit Parpol udah kasak kusuk bicara koalisi pada pemilu 2024. Perasaan Pemilu baru kemaren (2019),Presiden sdh terpilih sm\xe2\x80\xa6'",24,0
9141,Don Adam,"b'RT @yosnggarang: Elit Parpol udah kasak kusuk bicara koalisi pada pemilu 2024. Perasaan Pemilu baru kemaren (2019),Presiden sdh terpilih sm\xe2\x80\xa6'",24,0
9142,SOIA,b'@VIVAcoid Peduli amat dgn Parpol cuma butuh jabatan pangkat n duit saja Parpol merusak umat manusia #ParpolRacun',0,0
9143,yosnggarang,"b'Elit Parpol udah kasak kusuk bicara koalisi pada pemilu 2024. Perasaan Pemilu baru kemaren (2019),Presiden sdh terpilih smp 2024,apa mungkin pemilu kemaren itu tdk dianggap? Ataukah ini namanaya ""Politik utk hidup atau hidup utk politik?"" Zaman SBY tdk secepat dn serame ini.'",24,132
9144,naddiinnn_,b'@poconghypebeast jika aku masuk surga nanti aku akan Madang suku cadang mobil di Indonesia yang hari ini tanpa ada yang tau isi hati dan tidak bisa di download di sini kirim aja fotone nanti nk udah pulang ke rumah dan taman lainnya dari berbagai sumber yang sama dengan like this no debat parpol',0,0
9145,Ide2nesia,"b'Edukasi politik kpd warga masyarakat sangat penting\n\nKrn semua kehidupan masyarakat berkaitan dgn kebijakan pemerintah\n\nLalu drmn pemerintah itu berasal ?\n\nPasti dr parpol, krn parpol lah yg mencetak para pemimpin2 di pemerintahan\n\nMari kita sadar bhw parpol penting utk dibenahi https://t.co/V4yHaKURLP'",1,1
9146,dicky setyadi,b'RT @detikcom: Lembaga Survei Parameter Politik Indonesia melakukan survei  terkait calon presiden 2024. Nama mantan pimpinan Front Pembela\xe2\x80\xa6',28,0
9147,Ide2nesia,"b'@BossTemlen @bangZhack86 Yuk kita suarakan ""Pembenahan Parpol""\n\nKarena ""Pembenahan Parpol"" adalah kunci jawaban utk memperbaiki semua keburukan di dlm pemerintahan &amp; membawa kesejahteraan kpd rakyat Indonesia\n\nSilahkan baca artikel berikut ini :\n\nhttps://t.co/lO5b5uydo2\n\n\xf0\x9f\x99\x8f\n\nhttps://t.co/V7otY7gJlC'",0,1
9148,Ide2nesia,"b'@bangZhack86 Yuk kita suarakan ""Pembenahan Parpol""\n\nKarena ""Pembenahan Parpol"" adalah kunci jawaban utk memperbaiki semua keburukan di dlm pemerintahan &amp; membawa kesejahteraan kpd rakyat Indonesia\n\nSilahkan baca artikel berikut ini :\n\nhttps://t.co/lO5b5uydo2\n\n\xf0\x9f\x99\x8f\n\nhttps://t.co/V7otY7gJlC'",0,0
9149,Keep Smile,"b'Demokrasi dlm partai politik sdh diatur dlm ad/art masing"" parpol,non anggota hanya bisa mengkritisi tetapi tdk punya hak untuk mengubah apapun kecuali pemilik vote (pengurus)\nTdk ada yg salah dlm  suksesi di PD kecuali.. ada tekanan https://t.co/BjMLTI0hTV'",0,0
9150,Wisnu aj1,b'Andai ini terjadi paling Kadrun akan bilang kalau Parpol pendukung penista Agama sudah tobat \xf0\x9f\x98\x81 https://t.co/7RjFm1TSpc',0,0
9151,BUZZER🇮🇩,"b'RT @YRadianto: Ngomong\xc2\xb2 soal korupsi, apa Dek @AgusYudhoyono lupa bahwa para pengurus di @PDemokrat adalah para mantan? \n\nSo, siapa yang bu\xe2\x80\xa6'",93,0
9152,Akmalmursid,"b'RT @YRadianto: Ngomong\xc2\xb2 soal korupsi, apa Dek @AgusYudhoyono lupa bahwa para pengurus di @PDemokrat adalah para mantan? \n\nSo, siapa yang bu\xe2\x80\xa6'",93,0
9153,Joe,"b'RT @YRadianto: Ngomong\xc2\xb2 soal korupsi, apa Dek @AgusYudhoyono lupa bahwa para pengurus di @PDemokrat adalah para mantan? \n\nSo, siapa yang bu\xe2\x80\xa6'",93,0
9154,Titi Busri,b'RT @iwanjanuarcom: Lempar isu radikalisme Islam supaya publik lupa radikalisme korupsi dan pelemahan KPK? \nTanyalah ke netizen parpol mana\xe2\x80\xa6',38,0
9155,Fantasi.,b'@maspiyuaja @visiau boleh jd karena ini ada parpol yg nyungsep di 2024.',0,0
9156,Phothel,"b'RT @YRadianto: Ngomong\xc2\xb2 soal korupsi, apa Dek @AgusYudhoyono lupa bahwa para pengurus di @PDemokrat adalah para mantan? \n\nSo, siapa yang bu\xe2\x80\xa6'",93,0
9157,La Bure,b'RT @detikcom: Lembaga Survei Parameter Politik Indonesia melakukan survei  terkait calon presiden 2024. Nama mantan pimpinan Front Pembela\xe2\x80\xa6',28,0
9158,#MP,"b'RT @DonAdam68: Artinya: waktu utk relawan Jokowi mendapatkan komisaris tinggal 9 bulan lagi. April 2022 ke atas, komisaris akan diperebutka\xe2\x80\xa6'",15,0
9159,Ide2nesia,"b'@DetaLewar @AyamSegar3 @RaniKancana @SPlandemic @SonyaAmriani @LinaMichael93 @FarishaZora @ampyanina @Karinawung @JinNonik @Ariseptember2 @oetjoktheo12 @satrio7108 @CristantoDN @shardja98 @AlifandonS Inkompetensi pemimpin berasal dr proses rekrutmen-pembinaan parpol yg terabaikan\n\nJd ketika kita semua merindukan hadirnya pemerintahan yg baik, mk perbaiki dulu sumber pencetak para pemimpin2 di pemerintahan, yaitu partai politik\n\nMari kita sadar hal ini, demi kebaikan Indonesia'",0,0
9160,AnakAyam,"b'@ide2nesia @DetaLewar @RaniKancana @SPlandemic @SonyaAmriani @LinaMichael93 @FarishaZora @ampyanina @Karinawung @JinNonik @Ariseptember2 @oetjoktheo12 @satrio7108 @CristantoDN @shardja98 @AlifandonS Om, masyarakat dulu di benerin. Kaga semua orang niat jadi kader. Cukup bermasyarakat. \nSi om kalau sama masyarakat aja dianggap mengganggu, mending mikir2 lagi parpol parpolan \xf0\x9f\x98\x81. \nSemangat terus om, pantang mundur... Tapi jangan di sini \xf0\x9f\x98\x81\xf0\x9f\x98\x81'",0,2
9161,Dasha Al Mahdaly,b'Elektabilitas Habib Rizieq Shihab dan Ustadz Abdul Somad Kalahkan Para Petinggi Parpol Besar https://t.co/MKgyVIdde0',0,0
9162,Ide2nesia,"b'@DetaLewar @AyamSegar3 @RaniKancana @SPlandemic @SonyaAmriani @LinaMichael93 @FarishaZora @ampyanina @Karinawung @JinNonik @Ariseptember2 @oetjoktheo12 @satrio7108 @CristantoDN @shardja98 @AlifandonS Semua masalah korupsi, cengkraman oligarki, dinasti kekuasaan, inkompetensi pemimpin, itu berasal dr parpol\n\nKorupsi &amp; cengkraman oligarki berasal dr parpol yg blm dibiayai penuh negara\n\nDinasti kekuasaan berasal dr ketiadaan mekanisme konvensi partai utk tentukan kandidat pemilu'",0,2
9163,NamapanggilannyaA,b'RT @WijayaArchi: @Regar_Oposisi Apapun alasannya kau gagal mengelola BUMN \nBaiknya mundur serahkan sm yg ahlinya\nJgn BUMN di jadikan ATM\nEl\xe2\x80\xa6',2,0
9164,Ide2nesia,"b'@DetaLewar @AyamSegar3 @RaniKancana @SPlandemic @SonyaAmriani @LinaMichael93 @FarishaZora @ampyanina @Karinawung @JinNonik @Ariseptember2 @oetjoktheo12 @satrio7108 @CristantoDN @shardja98 @AlifandonS Sy hny mau sadarkan sebanyak mungkin rakyat Indonesia bhw parpol itu penting utk diperhatikan\n\nKalau kita mau pemerintah menjadi baik, mk parpol wajib terlebih dulu dibenahi\n\nShg dr parpol yg baik tsb akan hasilkan pemimpin2 amanah di pemerintahan\n\nItu sebab sy byk komen di mana2'",0,2
9165,Mora,"b'@geloraco @fadlizon Mestinya harus lebih dekat parpol, seperti Gerindra dan PKS begitu?'",0,0
9166,RelawanNKRI🇲🇨,"b'RT @GamaelBen: Klo suksesi kepemimpinan Partai Politik dr Bapak diteruskan ke Anak, kira2 itu masih memenuhi standar demokrasi ?\n\nKlo fakta\xe2\x80\xa6'",19,0
9167,Kadrun Slayer,b'RT @ChusnulCh__: Ga kebayang jika ini betul2 terjadi.\nPingin lihat reaksi kadrun apa mereka akan mengingkari omongan mereka sendiri yg sdh\xe2\x80\xa6',93,0
9168,prajna,b'RT @detikcom: Lembaga Survei Parameter Politik Indonesia melakukan survei  terkait calon presiden 2024. Nama mantan pimpinan Front Pembela\xe2\x80\xa6',28,0
9169,Ide2nesia,"b'@SarahDrAcad @Hardi23146421 Mbak Sarah, apa mbak mau pemerintah Indonesia menjadi baik ?\n\nKalau jawabannya adalah ya, maka mari mbak ikut suarakan pembenahan parpol\n\nKrn parpol lah yg mencetak semua pemimpin2 di pemerintahan\n\nSilahkan baca selengkapnya di sini :\n\nhttps://t.co/lO5b5uydo2\n\n\xf0\x9f\x99\x8f'",0,1
9170,Konco Kawulo Alit,b'Apalah arti elektabilitas tinggi jika akhirnya tak ada partai yg usung. Apakah Capres independen benar tertutup? #aniesbaswedan #RK #ganjarist \nhttps://t.co/MXQaEmrNMo',0,0
9171,RelawanNKRI🇲🇨,"b'RT @GamaelBen: @DiantyYasmin3 Sepertinya dia ""gelisah"", \nklo tdk dpt ""perahu"" Capres/Cawapres 2024.\n\nAndaikan 6 Parpol masing2 dgn Capres s\xe2\x80\xa6'",17,0
9172,Komplonk,b'RT @ChusnulCh__: Ga kebayang jika ini betul2 terjadi.\nPingin lihat reaksi kadrun apa mereka akan mengingkari omongan mereka sendiri yg sdh\xe2\x80\xa6',93,0
9173,Taufik Nur Iman™,b'@VIVAcoid Saya lebih suka yg independen jd ga dirasuki oleh kepentingan parpol',1,7
9174,Kadrun Slayer,"b'RT @YRadianto: Ngomong\xc2\xb2 soal korupsi, apa Dek @AgusYudhoyono lupa bahwa para pengurus di @PDemokrat adalah para mantan? \n\nSo, siapa yang bu\xe2\x80\xa6'",93,0
9175,EeHhAaa.,b'@ide2nesia Warna Pelangi. Tiap parpol mewakili satu warna.',0,0
9176,galamedianews.com,b'Elektabilitas Habib Rizieq Shihab dan Ustadz Abdul Somad Kalahkan Para Petinggi Parpol Besar\n\nhttps://t.co/jO6vJZbCcQ',0,2
9177,Nasrul Abdanrumfath,"b'@VIVAcoid PAN adalah parpol, tapi gak punya calon \xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,9
9178,EeHhAaa.,b'@DetaLewar @ide2nesia @RaniKancana @SPlandemic @SonyaAmriani @LinaMichael93 @FarishaZora @ampyanina @Karinawung @JinNonik @Ariseptember2 @oetjoktheo12 @satrio7108 @CristantoDN @AyamSegar3 @shardja98 Tp katanya ada Parpol Setan.',0,0
9179,Its Okay,"b""RT @PartaiSocmed: Maka dengan sedikit drama di sana-sini akhirnya proses 'pembunuhan' KPK lewat revisi UU KPK berjalan dgn mulus. Pemerinta\xe2\x80\xa6""",18,0
9180,Mang Budi,"b'@PutraWadapi Di lihat dari sisi dukungan Parpol Krn dia putri Ketum PDIP, entah bila dilihat dari sisi lainnya, misalnya prestasi &amp; kompetensi?'",0,2
9181,🇮🇩Maung Ujung Kulon🇵🇸,"b'@Kaisar_Dusun @ZUL_Hasan @PutraWadapi itu hak anda dan org parpol pun tdk meksa rakyat, sya pun demi kian tpi kita hrs bisa menilai yg baiknya ambil yg buruknya kita tinggalin, jgn dulu suka orgnya tkt perkatannya salah, jgn dulu suka perkataannya tkt org nya yg salah\xf0\x9f\x99\x8f'",0,0
9182,Anna Victoria,b'Apk nama #GanjarPranowo #ErickThohir #BuRisma akan diabaikan parpol di #Pilpres2024 sbg penerus #J... https://t.co/W3bhQiEVcb via @weebly',0,0
9183,Moh. Rosyid Widiyanto,"b'RT @MYusufN91: @geloraco Pilpres 2024 UU pemilu agar di revisi, ambang batas capres  20%  terlalu tinggi.\nAndai 5%, agar beberapa parpol bs\xe2\x80\xa6'",6,0
9184,Patchouli 🍀| Open Comission,"b'Udah ada 2 ketua umum parpol yg manuver ke RK, bisa yok RK for RI1'",0,0
9185,Putri Kencana,"b'RT @OposisiCerdas: Dedi Kurnia: Jika PDIP Membatasi Koalisi Parpol, Peluang 3 Pasang Menguat\nhttps://t.co/Q6RkWcVqrk'",14,0
9186,Riyan Dwi Priyanto,b'RT @detikcom: Lembaga Survei Parameter Politik Indonesia melakukan survei  terkait calon presiden 2024. Nama mantan pimpinan Front Pembela\xe2\x80\xa6',28,0
9187,ertugrul bey,b'RT @detikcom: Lembaga Survei Parameter Politik Indonesia melakukan survei  terkait calon presiden 2024. Nama mantan pimpinan Front Pembela\xe2\x80\xa6',28,0
9188,N_U🐻,b'RT @detikcom: Lembaga Survei Parameter Politik Indonesia melakukan survei  terkait calon presiden 2024. Nama mantan pimpinan Front Pembela\xe2\x80\xa6',28,0
9189,Ngonlain Damai & Tenang tanpa adanya FPI Terlarang,"b'RT @ide2nesia: @HmfaqihA @ngonlain Yuk kita suarakan ""Pembenahan Parpol""\n\nKarena ""Pembenahan Parpol"" adalah kunci jawaban utk memperbaiki s\xe2\x80\xa6'",1,0
9190,Abilowo,b'RT @detikcom: Lembaga Survei Parameter Politik Indonesia melakukan survei  terkait calon presiden 2024. Nama mantan pimpinan Front Pembela\xe2\x80\xa6',28,0
9191,bambang,b'@RizkiAsihan Dpr sama pemerintah aja ga ada terasa.. Apalagi yg dpd...rata2 dihuni yg sdh ga laku maju lewat parpol...',0,1
9192,0pie,"b'RT @AdhieMassardi: PADANAN PIDANA \xe3\x80\x8bsetiap parpol yg membiarkan legislatif (dpr, dprd) dan eksekutif (bupati, walikota, gubernur, presiden)\xe2\x80\xa6'",11,0
9193,detikcom,b'Lembaga Survei Parameter Politik Indonesia melakukan survei  terkait calon presiden 2024. Nama mantan pimpinan Front Pembela Islam (FPI) Habib Rizieq Syihab masuk ke dalam daftar capres dimana persentasenya mengalahkan sejumlah petinggi partai politik https://t.co/2C6DU32mKy',28,148
9194,Deta Lewar,"b'@ide2nesia @RaniKancana @SPlandemic @SonyaAmriani @LinaMichael93 @FarishaZora @ampyanina @Karinawung @JinNonik @Ariseptember2 @oetjoktheo12 @satrio7108 @CristantoDN @AyamSegar3 @shardja98 @AlifandonS Ini lg ngomongin setan, bkn ngomongin pemerintahan. Setan ga punya parpol.'",0,3
9195,Rosenunny,b'RT @Dennysiregar7: Pak @SBYudhoyono itu lho putramu nyindir2 partai @PDemokrat terussss...\n\nhttps://t.co/RgbQn25boH',423,0
9196,Archi Wijaya,b'@Regar_Oposisi Apapun alasannya kau gagal mengelola BUMN \nBaiknya mundur serahkan sm yg ahlinya\nJgn BUMN di jadikan ATM\nElite parpol dan tikus2 lapar',2,15
9197,Ide2nesia,"b'@edy_siregar_77 @badarbatiktulis @AgusYudhoyono @KhofifahIP Yuk kita suarakan ""Pembenahan Parpol""\n\nKarena ""Pembenahan Parpol"" adalah kunci jawaban utk memperbaiki semua keburukan di dlm pemerintahan &amp; membawa kesejahteraan kpd rakyat Indonesia\n\nSilahkan baca artikel berikut ini :\n\nhttps://t.co/lO5b5uydo2\n\n\xf0\x9f\x99\x8f\n\nhttps://t.co/V7otY7gJlC'",0,0
9198,🇮🇩 P R A Y O G A ⭐,b'RT @Kifli_andy: @pakaipeci Negara di Pidana ???\n\nKira2 diwakilkan Dgn Siapa ???\n\nMenteri/president/Ketum Parpol ...??? Ketum Ormas ???',1,0
9199,Arief Apriadi,"b'RT @DonAdam68: Artinya: waktu utk relawan Jokowi mendapatkan komisaris tinggal 9 bulan lagi. April 2022 ke atas, komisaris akan diperebutka\xe2\x80\xa6'",15,0
9200,Ide2nesia,"b'@DetaLewar @RaniKancana @SPlandemic @SonyaAmriani @LinaMichael93 @FarishaZora @ampyanina @Karinawung @JinNonik @Ariseptember2 @oetjoktheo12 @satrio7108 @CristantoDN @AyamSegar3 @shardja98 @AlifandonS Pembenahan parpol itulah satu2nya jalan utk perbaiki pemerintahan, mbak\n\nKetika mbak berbicara pemerintahan, mk mau tdk mau mbak wajib perhatikan parpol\n\nKrn parpol lah yg melahirkan semua pemimpin2 di pemerintahan\n\nSangat jarang ada orang yg menyadari akan hal ini'",0,1
